timestamp	update_idx	episode_start	episode_end	episodes_in_update	rollout_steps	mean_reward	mean_steps	arrived	ego_crash	abnormal_end	timeout	spawn_failed	policy_loss	value_loss	entropy	loss	approx_kl	clip_fraction	explained_variance	epochs_ran	samples
2026-05-02T21:24:18	1	1	3	3	2142	-75.671296	714.000000	3	0	0	0	0	-0.005861	145.565975	1.607308	72.761053	0.001231	0.000000	0.001999	4	2142
2026-05-02T21:24:31	2	4	8	5	2544	-157.432374	508.800000	5	0	0	0	0	-0.000857	279.521025	1.608165	139.743574	0.000244	0.000000	0.007781	4	2544
2026-05-02T21:24:43	3	9	13	5	2421	-179.703418	484.200000	5	0	0	0	0	-0.001273	321.577636	1.607193	160.771478	0.000108	0.000000	0.013126	4	2421
2026-05-02T21:24:56	4	14	18	5	2702	-102.864365	540.400000	5	0	0	0	0	0.000018	233.972516	1.606172	116.970214	0.000085	0.000000	0.028311	4	2702
2026-05-02T21:25:07	5	19	22	4	2079	-62.920553	519.750000	4	0	0	0	0	0.010713	201.898707	1.605874	100.944007	0.000106	0.000000	0.060521	4	2079
2026-05-02T21:25:20	6	23	29	7	2293	-1.243834	327.571429	7	0	0	0	0	-0.000261	188.070783	1.604790	94.019082	0.000070	0.000000	0.088018	4	2293
2026-05-02T21:25:32	7	30	34	5	2119	-85.791183	423.800000	5	0	0	0	0	-0.003180	198.398512	1.604185	99.180034	0.000020	0.000000	0.174809	4	2119
2026-05-02T21:25:44	8	35	39	5	2101	-92.161254	420.200000	5	0	0	0	0	0.007647	302.697071	1.604374	151.340142	0.000006	0.000000	0.207288	4	2101
2026-05-02T21:25:58	9	40	46	7	2296	-42.684940	328.000000	7	0	0	0	0	-0.000265	299.511816	1.604558	149.739594	0.000004	0.000000	0.258124	4	2296
2026-05-02T21:26:07	10	47	50	4	1763	-117.318621	440.750000	4	0	0	0	0	-0.000211	200.630147	1.604386	100.298817	0.000004	0.000000	0.356617	4	1763
2026-05-02T21:26:20	11	51	55	5	2392	-106.204958	478.400000	5	0	0	0	0	-0.001236	210.329933	1.604168	105.147688	0.000010	0.000000	0.356115	4	2392
2026-05-02T21:26:33	12	56	62	7	2227	10.092109	318.142857	7	0	0	0	0	-0.000946	190.292054	1.603736	95.129044	0.000014	0.000000	0.400655	4	2227
