timestamp	update_idx	episode_start	episode_end	episodes_in_update	rollout_steps	mean_reward	mean_steps	arrived	ego_crash	abnormal_end	timeout	spawn_failed	policy_loss	value_loss	entropy	loss	approx_kl	clip_fraction	explained_variance	epochs_ran	samples
2026-05-02T20:54:47	1	1	3	3	2142	63.742013	714.000000	3	0	0	0	0	-0.005640	251.235477	1.607363	125.596024	0.001341	0.000000	0.001316	4	2142
2026-05-02T20:54:59	2	4	8	5	2245	-1.156970	449.000000	5	0	0	0	0	-0.002254	446.253684	1.608119	223.108504	0.000306	0.000000	0.008630	4	2245
2026-05-02T20:55:11	3	9	13	5	2094	73.691776	418.800000	5	0	0	0	0	0.001248	361.348029	1.607683	180.659181	0.000097	0.000000	0.024395	4	2094
2026-05-02T20:55:24	4	14	18	5	2651	-14.220267	530.200000	5	0	0	0	0	0.004158	396.139614	1.606676	198.057899	0.000091	0.000000	0.041407	4	2651
2026-05-02T20:55:35	5	19	22	4	2050	52.690108	512.500000	4	0	0	0	0	0.021030	309.972525	1.605565	154.991240	0.000021	0.000000	0.076392	4	2050
2026-05-02T20:55:47	6	23	28	6	2218	8.476308	369.666667	6	0	0	0	0	0.002298	388.162711	1.605481	194.067602	0.000011	0.000000	0.098911	4	2218
2026-05-02T20:56:00	7	29	34	6	2366	107.742261	394.333333	6	0	0	0	0	-0.000401	289.600556	1.604937	144.783828	0.000079	0.000000	0.142510	4	2366
2026-05-02T20:56:11	8	35	39	5	2202	-1.151172	440.400000	5	0	0	0	0	-0.000130	404.763082	1.602940	202.365382	0.000144	0.000000	0.208764	4	2202
2026-05-02T20:56:25	9	40	46	7	2085	79.800838	297.857143	7	0	0	0	0	0.007646	380.421693	1.599920	190.202494	0.000085	0.000000	0.266585	4	2085
2026-05-02T20:56:33	10	47	50	4	1397	-18.506299	349.250000	4	0	0	0	0	-0.005492	448.006922	1.597064	223.981998	0.000029	0.000000	0.312512	4	1397
2026-05-02T20:56:47	11	51	56	6	2437	95.576793	406.166667	6	0	0	0	0	0.000411	294.074383	1.593643	147.021666	0.000109	0.000000	0.358262	4	2437
2026-05-02T20:57:01	12	57	64	8	2154	148.217750	269.250000	8	0	0	0	0	0.000141	340.355922	1.589729	170.162206	0.000104	0.000000	0.397414	4	2154
2026-05-02T20:57:13	13	65	70	6	2163	101.276814	360.500000	6	0	0	0	0	-0.004223	366.491343	1.587244	183.225577	0.000060	0.000000	0.468195	4	2163
2026-05-02T20:57:28	14	71	79	9	2168	165.130111	240.888889	9	0	0	0	0	-0.002370	256.257296	1.582642	128.110453	0.000082	0.000000	0.536438	4	2168
2026-05-02T20:57:44	15	80	87	8	2301	-12.428595	287.625000	8	0	0	0	0	-0.000336	427.158774	1.579295	213.563257	0.000119	0.000000	0.520928	4	2301
2026-05-02T20:57:56	16	88	94	7	2098	136.258874	299.714286	7	0	0	0	0	-0.014821	394.695016	1.575678	197.316930	0.000040	0.000000	0.543410	4	2098
2026-05-02T20:58:07	17	95	100	6	1801	117.401857	300.166667	6	0	0	0	0	0.027749	362.443378	1.582519	181.233612	0.000343	0.000000	0.574832	4	1801
2026-05-02T20:58:21	18	101	109	9	2075	62.610880	230.555556	9	0	0	0	0	0.018287	435.782545	1.587796	217.893684	0.000159	0.000000	0.567356	4	2075
2026-05-02T20:58:36	19	110	118	9	2070	24.617354	230.000000	9	0	0	0	0	-0.018596	503.348429	1.578805	251.639831	0.000281	0.000000	0.549490	4	2070
2026-05-02T20:58:48	20	119	125	7	2048	93.490625	292.571429	7	0	0	0	0	-0.000376	414.693467	1.574714	207.330609	0.000130	0.000000	0.570180	4	2048
2026-05-02T20:59:02	21	126	132	7	2383	-20.310799	340.428571	7	0	0	0	0	-0.002800	553.500816	1.579084	276.731819	0.000104	0.000000	0.616955	4	2383
2026-05-02T20:59:18	22	133	141	9	2465	92.819591	273.888889	9	0	0	0	0	-0.000767	461.022787	1.582065	230.494805	0.000268	0.000000	0.594430	4	2465
2026-05-02T20:59:31	23	142	147	6	2148	134.207649	358.000000	6	0	0	0	0	-0.001524	412.365749	1.585903	206.165492	0.000080	0.000000	0.615517	4	2148
2026-05-02T20:59:35	24	148	150	3	638	42.549446	212.666667	3	0	0	0	0	-0.000475	620.411652	1.583833	310.189512	0.000023	0.000000	0.583444	4	638
2026-05-02T20:59:49	25	151	157	7	2086	49.832745	298.000000	7	0	0	0	0	0.009584	433.863289	1.580344	216.925423	0.000299	0.000000	0.648918	4	2086
2026-05-02T21:00:00	26	158	162	5	2127	1.372174	425.400000	5	0	0	0	0	0.002002	574.053974	1.576287	287.013223	0.000023	0.000000	0.671292	4	2127
2026-05-02T21:00:15	27	163	170	8	2314	51.864308	289.250000	8	0	0	0	0	0.013419	553.093981	1.578117	276.544629	0.000162	0.000000	0.598285	4	2314
2026-05-02T21:00:29	28	171	179	9	2067	163.093184	229.666667	7	2	0	0	0	-0.004595	342.551382	1.579145	171.255305	0.000052	0.000000	0.617508	4	2067
2026-05-02T21:00:42	29	180	186	7	2161	22.716615	308.714286	7	0	0	0	0	0.001020	535.209160	1.589472	267.589702	0.000412	0.000000	0.655159	4	2161
2026-05-02T21:00:58	30	187	196	10	2278	75.086770	227.800000	10	0	0	0	0	-0.000994	450.484600	1.597397	225.225332	0.000541	0.000000	0.656113	4	2278
2026-05-02T21:01:06	31	197	200	4	1226	171.832055	306.500000	4	0	0	0	0	0.000725	441.583948	1.599017	220.776708	0.000044	0.000000	0.596816	4	1226
2026-05-02T21:01:22	32	201	210	10	2262	156.247434	226.200000	10	0	0	0	0	-0.001773	374.115683	1.595233	187.040117	0.000125	0.000000	0.619384	4	2262
2026-05-02T21:01:36	33	211	218	8	2205	213.790899	275.625000	8	0	0	0	0	-0.001891	355.992786	1.598232	177.978518	0.000301	0.000000	0.539012	4	2205
2026-05-02T21:01:48	34	219	224	6	2106	207.514303	351.000000	5	1	0	0	0	-0.002366	298.721219	1.600067	149.342244	0.000277	0.000000	0.580097	4	2106
2026-05-02T21:02:00	35	225	230	6	2079	119.498433	346.500000	6	0	0	0	0	0.005065	416.182988	1.601075	208.080549	0.000099	0.000000	0.661097	4	2079
2026-05-02T21:02:14	36	231	237	7	2227	21.474215	318.142857	7	0	0	0	0	-0.000912	483.043094	1.600705	241.504627	0.000053	0.000000	0.679756	4	2227
