timestamp	episode	reward	steps	end_reason	route	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-05-02T20:03:57	1	-1603.559960	932	arrived	None	0	20	0	0	0
2026-05-02T20:04:01	2	-1342.679687	725	arrived	None	0	50	0	0	0
2026-05-02T20:04:03	3	-491.677800	485	arrived	None	0	58	0	0	0
2026-05-02T20:04:07	4	-1386.825287	762	arrived	None	0	92	0	0	0
2026-05-02T20:04:08	5	-413.553229	269	arrived	None	0	94	0	0	0
2026-05-02T20:04:11	6	-118.539720	424	arrived	None	0	99	0	0	0
2026-05-02T20:04:12	7	62.479680	135	arrived	None	0	101	0	0	0
2026-05-02T20:04:15	8	-955.359536	691	arrived	None	0	110	0	0	0
2026-05-02T20:04:17	9	-1051.810593	313	arrived	None	0	112	0	0	0
2026-05-02T20:04:20	10	-2224.490480	686	arrived	None	0	125	0	0	0
2026-05-02T20:04:22	11	118.118163	369	arrived	None	0	128	0	0	0
2026-05-02T20:04:24	12	-1183.750620	457	arrived	None	0	136	0	0	0
2026-05-02T20:04:26	13	100.384047	286	arrived	None	0	138	0	0	0
2026-05-02T20:04:28	14	29.181800	330	arrived	None	0	144	0	0	0
2026-05-02T20:04:31	15	-578.630800	571	arrived	None	0	149	0	0	0
2026-05-02T20:04:33	16	-316.792480	319	arrived	None	0	156	0	0	0
2026-05-02T20:04:35	17	-220.228200	415	arrived	None	0	160	0	0	0
2026-05-02T20:04:39	18	-2786.266169	953	arrived	None	0	194	0	0	0
2026-05-02T20:04:42	19	-2700.614400	735	arrived	None	0	206	0	0	0
2026-05-02T20:04:45	20	-1374.997677	479	arrived	None	0	212	0	0	0
2026-05-02T20:04:46	21	336.891600	232	arrived	None	0	216	0	0	0
2026-05-02T20:04:49	22	-692.834190	481	arrived	None	0	220	0	0	0
2026-05-02T20:04:51	23	181.774240	331	arrived	None	0	222	0	0	0
2026-05-02T20:04:52	24	-1275.560284	320	arrived	None	0	224	0	0	0
2026-05-02T20:04:55	25	-1474.068200	424	arrived	None	0	229	0	0	0
2026-05-02T20:04:56	26	312.535773	321	arrived	None	0	235	0	0	0
2026-05-02T20:04:58	27	189.006605	98	arrived	None	0	235	0	0	0
2026-05-02T20:05:00	28	-1101.087480	449	arrived	None	0	237	0	0	0
2026-05-02T20:05:03	29	-1002.970080	563	arrived	None	0	247	0	0	0
2026-05-02T20:05:05	30	-742.082420	477	arrived	None	0	253	0	0	0
2026-05-02T20:05:06	31	-299.129760	96	arrived	None	0	253	0	0	0
2026-05-02T20:05:08	32	127.764560	348	arrived	None	0	257	0	0	0
