timestamp	episode	reward	steps	end_reason	route	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-04-26T00:02:16	70	-166.019248	614	arrived	ego_route_44	0	385	0	0	0
2026-04-26T00:02:21	71	581.080580	530	arrived	ego_route_6	0	393	0	0	0
2026-04-26T00:02:24	72	347.927768	230	arrived	ego_route_10	0	396	0	0	0
2026-04-26T00:02:26	73	-283.035540	254	arrived	ego_route_11	0	402	0	0	0
2026-04-26T00:02:33	74	1253.621190	750	arrived	ego_route_20	0	436	0	0	0
2026-04-26T00:02:41	75	89.421452	725	arrived	ego_route_41	0	472	0	0	0
2026-04-26T00:02:44	76	368.105519	288	arrived	ego_route_24	0	475	0	0	0
2026-04-26T00:02:48	77	444.073560	480	arrived	ego_route_33	0	483	0	0	0
2026-04-26T00:02:55	78	69.056160	711	arrived	ego_route_29	0	498	0	0	0
2026-04-26T00:02:58	79	548.682613	359	arrived	ego_route_15	0	502	0	0	0
2026-04-26T00:03:06	80	1114.771744	839	arrived	ego_route_20	0	538	0	0	0
2026-04-26T00:03:15	81	1737.855700	923	arrived	ego_route_20	0	574	0	0	0
2026-04-26T00:03:24	82	1388.543565	852	arrived	ego_route_19	0	604	0	0	0
2026-04-26T00:03:31	83	-68.836460	725	arrived	ego_route_25	0	641	0	0	0
2026-04-26T00:03:36	84	830.472120	568	arrived	ego_route_3	0	646	0	0	0
2026-04-26T00:03:43	85	1244.054220	723	arrived	ego_route_4	0	679	0	0	0
2026-04-26T00:03:49	86	1045.840367	605	arrived	ego_route_27	0	689	0	0	0
2026-04-26T00:03:51	87	-200.952140	234	arrived	ego_route_24	0	691	0	0	0
2026-04-26T00:04:02	88	1300.358740	1068	arrived	ego_route_42	0	712	0	0	0
2026-04-26T00:04:15	89	-128.328096	1329	arrived	ego_route_7	0	741	0	0	0
2026-04-26T00:04:23	90	1371.954738	814	arrived	ego_route_2	0	775	0	0	0
2026-04-26T00:04:25	91	497.048480	275	arrived	ego_route_9	0	777	0	0	0
2026-04-26T00:04:33	92	840.167080	792	arrived	ego_route_41	0	816	0	0	0
2026-04-26T00:04:41	93	996.917000	772	arrived	ego_route_2	0	850	0	0	0
2026-04-26T00:04:48	94	400.239900	657	arrived	ego_route_45	0	865	0	0	0
2026-04-26T00:04:52	95	217.570000	460	arrived	ego_route_10	0	871	0	0	0
2026-04-26T00:04:55	96	444.120000	244	arrived	ego_route_17	0	874	0	0	0
2026-04-26T00:05:03	97	322.270433	826	arrived	ego_route_44	0	911	0	0	0
2026-04-26T00:05:06	98	388.150000	225	arrived	ego_route_17	0	914	0	0	0
2026-04-26T00:05:11	99	471.420000	496	arrived	ego_route_40	0	921	0	0	0
2026-04-26T00:05:18	100	1474.953600	800	arrived	ego_route_27	0	960	0	0	0
2026-04-26T00:05:22	101	548.900918	321	arrived	ego_route_22	0	963	0	0	0
2026-04-26T00:05:26	102	423.561660	422	arrived	ego_route_36	0	967	0	0	0
2026-04-26T00:05:28	103	298.692540	193	arrived	ego_route_16	0	972	0	0	0
2026-04-26T00:05:31	104	450.402580	304	arrived	ego_route_45	0	974	0	0	0
2026-04-26T00:05:35	105	-152.710100	438	arrived	ego_route_45	0	976	0	0	0
2026-04-26T00:05:40	106	-31.422595	521	arrived	ego_route_45	0	986	0	0	0
2026-04-26T00:05:48	107	1147.292430	955	arrived	ego_route_42	0	1001	0	0	0
2026-04-26T00:05:54	108	21.404340	659	arrived	ego_route_14	0	1006	0	0	0
2026-04-26T00:05:58	109	760.261680	394	arrived	ego_route_40	0	1010	0	0	0
2026-04-26T00:06:06	110	1182.410911	861	arrived	ego_route_5	0	1041	0	0	0
2026-04-26T00:06:12	111	791.873159	621	arrived	ego_route_13	0	1049	0	0	0
2026-04-26T00:06:16	112	597.191440	365	arrived	ego_route_9	0	1051	0	0	0
2026-04-26T00:06:21	113	442.571312	567	arrived	ego_route_18	0	1058	0	0	0
2026-04-26T00:06:30	114	1692.679060	931	arrived	ego_route_20	0	1095	0	0	0
2026-04-26T00:06:40	115	937.950900	985	arrived	ego_route_26	0	1132	0	0	0
2026-04-26T00:06:50	116	1352.370080	1024	arrived	ego_route_41	0	1168	0	0	0
2026-04-26T00:06:57	117	332.821014	735	arrived	ego_route_44	0	1193	0	0	0
2026-04-26T00:07:02	118	781.319720	532	arrived	ego_route_14	0	1200	0	0	0
2026-04-26T00:07:10	119	1432.410000	874	arrived	ego_route_15	0	1240	0	0	0
2026-04-26T00:07:14	120	145.934460	501	arrived	ego_route_32	0	1248	0	0	0
2026-04-26T00:07:23	121	-524.267495	924	arrived	ego_route_34	0	1282	0	0	0
2026-04-26T00:07:31	122	92.627900	811	arrived	ego_route_34	0	1314	0	0	0
2026-04-26T00:07:33	123	341.101060	247	arrived	ego_route_10	0	1316	0	0	0
2026-04-26T00:07:39	124	1134.610291	570	arrived	ego_route_12	0	1327	0	0	0
2026-04-26T00:07:41	125	535.484520	272	arrived	ego_route_11	0	1329	0	0	0
2026-04-26T00:07:44	126	326.233613	315	arrived	ego_route_36	0	1337	0	0	0
2026-04-26T00:07:48	127	627.213660	364	arrived	ego_route_9	0	1340	0	0	0
2026-04-26T00:07:51	128	-72.880000	327	arrived	ego_route_11	0	1342	0	0	0
2026-04-26T00:07:54	129	623.835570	384	arrived	ego_route_9	0	1347	0	0	0
2026-04-26T00:08:03	130	309.521798	829	arrived	ego_route_8	0	1361	0	0	0
2026-04-26T00:08:05	131	407.899302	211	arrived	ego_route_31	0	1363	0	0	0
2026-04-26T00:08:11	132	650.585722	561	arrived	ego_route_26	0	1368	0	0	0
2026-04-26T00:08:13	133	549.246780	270	arrived	ego_route_11	0	1373	0	0	0
2026-04-26T00:08:23	134	1794.666344	955	arrived	ego_route_20	0	1416	0	0	0
2026-04-26T00:08:27	135	558.747680	440	arrived	ego_route_45	0	1418	0	0	0
2026-04-26T00:08:29	136	205.526096	134	arrived	ego_route_46	0	1418	0	0	0
2026-04-26T00:08:37	137	1481.368367	814	arrived	ego_route_1	0	1454	0	0	0
2026-04-26T00:08:47	138	1698.400000	975	arrived	ego_route_15	0	1484	0	0	0
2026-04-26T00:08:54	139	-53.608370	763	arrived	ego_route_25	0	1518	0	0	0
2026-04-26T00:09:05	140	262.847612	1198	arrived	ego_route_6	0	1539	0	0	0
2026-04-26T00:09:13	141	1693.748740	884	arrived	ego_route_15	0	1576	0	0	0
2026-04-26T00:09:18	142	894.242650	645	arrived	ego_route_37	0	1580	0	0	0
2026-04-26T00:09:25	143	-443.952460	725	arrived	ego_route_14	0	1609	0	0	0
2026-04-26T00:09:36	144	491.538680	1217	arrived	ego_route_42	0	1651	0	0	0
2026-04-26T00:09:41	145	737.639320	569	arrived	ego_route_26	0	1655	0	0	0
2026-04-26T00:09:48	146	1484.312080	806	arrived	ego_route_38	0	1675	0	0	0
2026-04-26T00:09:53	147	207.019210	647	arrived	ego_route_3	0	1686	0	0	0
2026-04-26T00:09:56	148	560.923360	307	arrived	ego_route_9	0	1690	0	0	0
2026-04-26T00:10:00	149	755.273300	460	arrived	ego_route_33	0	1701	0	0	0
2026-04-26T00:10:05	150	792.432443	601	arrived	ego_route_18	0	1711	0	0	0
2026-04-26T00:10:12	151	367.401900	797	arrived	ego_route_8	0	1745	0	0	0
2026-04-26T00:10:19	152	1509.276605	790	arrived	ego_route_15	0	1779	0	0	0
2026-04-26T00:10:25	153	1276.963600	708	arrived	ego_route_15	0	1808	0	0	0
2026-04-26T00:10:28	154	663.888390	415	arrived	ego_route_43	0	1814	0	0	0
2026-04-26T00:10:31	155	574.452240	349	arrived	ego_route_9	0	1817	0	0	0
2026-04-26T00:10:34	156	591.875360	332	arrived	ego_route_9	0	1820	0	0	0
2026-04-26T00:10:43	157	-874.511113	994	arrived	ego_route_34	0	1839	0	0	0
2026-04-26T00:10:52	158	-102.752881	1015	arrived	ego_route_8	0	1882	0	0	0
2026-04-26T00:10:58	159	1073.319040	703	arrived	ego_route_27	0	1903	0	0	0
2026-04-26T00:11:00	160	121.875584	258	arrived	ego_route_30	0	1905	0	0	0
2026-04-26T00:11:05	161	892.936407	610	arrived	ego_route_2	0	1911	0	0	0
2026-04-26T00:11:11	162	767.974138	617	arrived	ego_route_13	0	1919	0	0	0
2026-04-26T00:11:13	163	576.127125	326	arrived	ego_route_22	0	1923	0	0	0
2026-04-26T00:11:16	164	422.820000	241	arrived	ego_route_17	0	1925	0	0	0
