timestamp	episode	reward	steps	end_reason	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-03-30T15:05:49	129	-363.146913	577	arrived	1	298	1	1	0
2026-03-30T15:05:51	130	167.445300	176	arrived	1	298	1	1	0
2026-03-30T15:05:54	131	165.885760	241	arrived	1	300	1	1	0
2026-03-30T15:05:57	132	174.627620	235	arrived	1	303	1	1	0
2026-03-30T15:06:03	133	191.411160	534	arrived	1	306	1	1	0
2026-03-30T15:06:06	134	153.788773	248	arrived	1	309	1	1	0
2026-03-30T15:06:11	135	144.007105	438	arrived	1	312	1	1	0
2026-03-30T15:06:17	136	164.935737	530	arrived	1	315	1	1	0
2026-03-30T15:06:22	137	200.535240	442	arrived	1	317	1	1	0
2026-03-30T15:06:27	138	-15.296660	443	arrived	1	320	1	1	0
2026-03-30T15:06:34	139	-66.688580	603	arrived	1	323	1	1	0
2026-03-30T15:06:40	140	183.150778	521	arrived	1	325	1	1	0
2026-03-30T15:06:43	141	158.977260	229	arrived	1	326	1	1	0
2026-03-30T15:06:46	142	157.467540	219	arrived	1	327	1	1	0
2026-03-30T15:06:52	143	-318.491690	593	arrived	1	330	1	1	0
2026-03-30T15:06:57	144	188.008500	439	arrived	1	333	1	1	0
2026-03-30T15:07:00	145	25.519180	253	arrived	1	335	1	1	0
2026-03-30T15:07:06	146	172.049751	520	arrived	1	338	1	1	0
2026-03-30T15:07:12	147	126.910560	440	arrived	1	341	1	1	0
2026-03-30T15:07:14	148	137.814040	224	arrived	1	342	1	1	0
2026-03-30T15:07:19	149	98.744180	433	arrived	1	346	1	1	0
2026-03-30T15:07:25	150	101.470648	534	arrived	1	350	1	1	0
2026-03-30T15:07:28	151	186.265233	221	arrived	1	351	1	1	0
2026-03-30T15:07:31	152	166.281640	226	arrived	1	353	1	1	0
2026-03-30T15:07:34	153	173.956840	226	arrived	1	354	1	1	0
2026-03-30T15:07:36	154	173.084598	188	arrived	1	355	1	1	0
2026-03-30T15:07:43	155	-9.082061	610	arrived	1	360	1	1	0
2026-03-30T15:07:45	156	-33.447100	185	ego_crash	2	361	2	2	0
2026-03-30T15:07:50	157	117.193180	442	arrived	2	364	2	2	0
2026-03-30T15:07:55	158	73.552220	441	arrived	2	365	2	2	0
2026-03-30T15:07:58	159	188.904920	228	arrived	2	366	2	2	0
2026-03-30T15:08:01	160	168.743500	257	arrived	2	367	2	2	0
2026-03-30T15:08:06	161	153.642052	440	arrived	2	370	2	2	0
2026-03-30T15:08:09	162	132.899660	216	arrived	2	371	2	2	0
2026-03-30T15:08:14	163	198.799960	452	arrived	2	374	2	2	0
2026-03-30T15:08:19	164	160.643380	441	arrived	2	375	2	2	0
2026-03-30T15:08:22	165	134.946140	245	arrived	2	376	2	2	0
2026-03-30T15:08:25	166	194.772240	234	arrived	2	377	2	2	0
2026-03-30T15:08:31	167	203.835627	522	arrived	2	381	2	2	0
2026-03-30T15:08:38	168	21.085420	592	arrived	2	386	2	2	0
2026-03-30T15:08:41	169	171.369900	269	arrived	2	387	2	2	0
2026-03-30T15:08:47	170	87.328044	519	arrived	2	391	2	2	0
2026-03-30T15:08:49	171	151.456830	227	arrived	2	392	2	2	0
2026-03-30T15:08:52	172	168.928293	233	arrived	2	393	2	2	0
2026-03-30T15:08:55	173	156.820920	265	arrived	2	394	2	2	0
2026-03-30T15:08:58	174	156.790567	178	arrived	2	394	2	2	0
2026-03-30T15:09:03	175	124.782220	453	arrived	2	397	2	2	0
2026-03-30T15:09:05	176	155.705620	210	arrived	2	398	2	2	0
2026-03-30T15:09:10	177	150.942981	438	arrived	2	399	2	2	0
2026-03-30T15:09:13	178	135.853237	228	arrived	2	401	2	2	0
2026-03-30T15:09:17	179	-32.220425	289	arrived	2	402	2	2	0
2026-03-30T15:09:24	180	-56.503400	573	arrived	2	405	2	2	0
2026-03-30T15:09:29	181	195.121240	436	arrived	2	408	2	2	0
2026-03-30T15:09:36	182	-53.344205	608	arrived	2	412	2	2	0
2026-03-30T15:09:39	183	144.157460	231	arrived	2	413	2	2	0
2026-03-30T15:09:46	184	153.435917	557	arrived	2	418	2	2	0
2026-03-30T15:09:53	185	186.198800	521	arrived	2	421	2	2	0
2026-03-30T15:09:56	186	134.805920	240	arrived	2	424	2	2	0
2026-03-30T15:10:03	187	87.723900	569	arrived	2	429	2	2	0
2026-03-30T15:10:06	188	159.309420	242	arrived	2	430	2	2	0
2026-03-30T15:10:08	189	180.314991	181	arrived	2	430	2	2	0
2026-03-30T15:10:11	190	170.740220	223	arrived	2	431	2	2	0
2026-03-30T15:10:14	191	149.738180	222	arrived	2	432	2	2	0
2026-03-30T15:10:16	192	140.452100	222	arrived	2	433	2	2	0
2026-03-30T15:10:23	193	-940.809322	519	arrived	2	435	2	2	0
2026-03-30T15:10:25	194	182.746380	217	arrived	2	436	2	2	0
