timestamp	episode	reward	steps	end_reason	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-04-25T21:12:02	0	-380.482165	418	arrived	0	9	0	0	0
2026-04-25T21:12:05	1	-87.301020	534	arrived	0	48	0	0	0
2026-04-25T21:12:09	2	-286.948211	558	arrived	0	90	0	0	0
2026-04-25T21:12:15	3	-3217.992932	887	arrived	0	145	0	0	0
2026-04-25T21:12:19	4	-88.671386	500	arrived	0	162	0	0	0
2026-04-25T21:12:20	5	15.420680	150	arrived	0	170	0	0	0
2026-04-25T21:12:22	6	-252.484980	262	arrived	0	190	0	0	0
2026-04-25T21:12:25	7	-218.070980	290	arrived	0	228	0	0	0
2026-04-25T21:12:28	8	-923.574500	475	arrived	0	271	0	0	0
2026-04-25T21:12:32	9	-962.072468	472	arrived	0	280	0	0	0
2026-04-25T21:12:33	10	-44.260809	180	ego_crash	1	315	1	0	0
2026-04-25T21:12:35	11	-263.122901	83	arrived	1	319	1	0	0
2026-04-25T21:12:38	12	-688.104040	459	arrived	1	328	1	0	0
2026-04-25T21:12:40	13	59.488362	180	arrived	1	332	1	0	0
2026-04-25T21:12:42	14	-235.116075	269	arrived	1	337	1	0	0
2026-04-25T21:12:45	15	-776.365811	312	arrived	1	349	1	0	0
2026-04-25T21:12:50	16	-1140.570640	695	arrived	1	393	1	0	0
2026-04-25T21:12:52	17	-5.062207	190	arrived	1	433	1	0	0
2026-04-25T21:12:55	18	-642.937677	333	arrived	1	439	1	0	0
2026-04-25T21:12:56	19	35.465520	128	arrived	1	456	1	0	0
2026-04-25T21:13:02	20	-526.751411	803	arrived	1	496	1	0	0
2026-04-25T21:13:05	21	24.504080	323	arrived	1	536	1	0	0
2026-04-25T21:13:08	22	-1611.493210	435	arrived	1	547	1	0	0
2026-04-25T21:13:13	23	-861.576800	585	arrived	1	557	1	0	0
2026-04-25T21:13:14	24	-244.935118	135	arrived	1	559	1	0	0
2026-04-25T21:13:18	25	-75.137933	464	arrived	1	600	1	0	0
2026-04-25T21:13:21	26	-391.501301	452	arrived	1	608	1	0	0
2026-04-25T21:13:23	27	56.601647	272	arrived	1	614	1	0	0
2026-04-25T21:13:25	28	111.985903	231	arrived	1	618	1	0	0
2026-04-25T21:13:30	29	-347.436100	561	arrived	1	661	1	0	0
2026-04-25T21:13:32	30	82.416642	298	arrived	1	663	1	0	0
2026-04-25T21:13:34	31	-153.152689	255	arrived	1	699	1	0	0
2026-04-25T21:13:38	32	-587.898060	565	arrived	1	712	1	0	0
2026-04-25T21:13:41	33	19.828340	323	arrived	1	748	1	0	0
2026-04-25T21:13:44	34	-264.203060	383	arrived	1	758	1	0	0
2026-04-25T21:13:46	35	90.303540	229	arrived	1	792	1	0	0
2026-04-25T21:13:49	36	-753.563128	362	arrived	1	834	1	0	0
2026-04-25T21:13:52	37	-446.714507	446	arrived	1	842	1	0	0
2026-04-25T21:13:54	38	105.824850	208	arrived	1	848	1	0	0
2026-04-25T21:13:58	39	-132.094260	439	arrived	1	888	1	0	0
2026-04-25T21:14:00	40	-500.131075	342	arrived	1	930	1	0	0
2026-04-25T21:14:04	41	-1698.373201	427	arrived	1	970	1	0	0
2026-04-25T21:14:05	42	-333.496721	168	arrived	1	972	1	0	0
2026-04-25T21:14:08	43	-45.848009	287	arrived	1	979	1	0	0
2026-04-25T21:14:10	44	-66.985500	308	arrived	1	985	1	0	0
2026-04-25T21:14:12	45	15.239900	94	arrived	1	989	1	0	0
2026-04-25T21:14:18	46	-661.994100	596	arrived	1	1034	1	0	0
2026-04-25T21:14:20	47	99.088980	281	arrived	1	1069	1	0	0
2026-04-25T21:14:23	48	-1705.443294	361	arrived	1	1110	1	0	0
2026-04-25T21:14:26	49	9.317751	277	arrived	1	1148	1	0	0
2026-04-25T21:14:29	50	33.170960	298	arrived	1	1183	1	0	0
2026-04-25T21:14:30	51	44.214880	115	arrived	1	1187	1	0	0
2026-04-25T21:14:34	52	4.354420	447	arrived	1	1226	1	0	0
2026-04-25T21:14:37	53	-1377.176356	342	arrived	1	1262	1	0	0
2026-04-25T21:14:38	54	63.859120	88	arrived	1	1264	1	0	0
2026-04-25T21:14:40	55	124.720900	236	arrived	1	1306	1	0	0
2026-04-25T21:14:42	56	92.080885	203	arrived	1	1312	1	0	0
2026-04-25T21:14:44	57	20.980500	100	arrived	1	1314	1	0	0
2026-04-25T21:14:46	58	139.146460	238	arrived	1	1350	1	0	0
2026-04-25T21:14:49	59	-1133.481326	356	arrived	1	1361	1	0	0
2026-04-25T21:14:52	60	-261.928319	362	arrived	1	1373	1	0	0
2026-04-25T21:14:55	61	-1.923100	352	arrived	1	1381	1	0	0
2026-04-25T21:14:57	62	133.803507	199	arrived	1	1383	1	0	0
2026-04-25T21:14:58	63	25.447560	93	arrived	1	1387	1	0	0
2026-04-25T21:14:59	64	72.332740	85	arrived	1	1393	1	0	0
2026-04-25T21:15:02	65	148.488677	224	arrived	1	1428	1	0	0
2026-04-25T21:15:03	66	22.539460	93	arrived	1	1430	1	0	0
2026-04-25T21:15:08	67	-992.955241	603	arrived	1	1470	1	0	0
2026-04-25T21:15:09	68	55.206950	134	arrived	1	1474	1	0	0
2026-04-25T21:15:12	69	117.948960	277	arrived	1	1480	1	0	0
2026-04-25T21:15:14	70	79.048180	272	arrived	1	1515	1	0	0
2026-04-25T21:15:16	71	72.437547	130	arrived	1	1519	1	0	0
2026-04-25T21:15:17	72	-235.469224	165	arrived	1	1521	1	0	0
2026-04-25T21:15:19	73	165.296840	224	arrived	1	1527	1	0	0
2026-04-25T21:15:21	74	70.994440	108	arrived	1	1535	1	0	0
2026-04-25T21:15:23	75	140.494100	218	arrived	1	1543	1	0	0
2026-04-25T21:15:26	76	-75.553075	397	arrived	1	1582	1	0	0
2026-04-25T21:15:29	77	132.974220	278	arrived	1	1618	1	0	0
2026-04-25T21:15:34	78	-60.049154	578	arrived	1	1628	1	0	0
2026-04-25T21:15:38	79	-207.250689	551	arrived	1	1640	1	0	0
2026-04-25T21:15:42	80	103.770345	434	arrived	1	1648	1	0	0
2026-04-25T21:15:43	81	46.977280	88	arrived	1	1658	1	0	0
